cell_line_id,cell_line_name,drug_row,drug_col,synergy_loewe,drug_row_smiles,drug_col_smiles
ACH-000817,RPMI-8226,THIOGUANINE,THIOTEPA,-17.95,Nc1nc(=S)c2[nH]cnc2[nH]1,S=P(N1CC1)(N1CC1)N1CC1
ACH-000817,RPMI-8226,TRIETHYLENEMELAMINE,AMIFOSTINE,-39.67,C1CN1c1nc(N2CC2)nc(N2CC2)n1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,ANTIBIOTIC AD 32,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-15.85,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,AXITINIB,VINBLASTINE SULFATE,-51.78,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
ACH-000817,RPMI-8226,EXEMESTANE,MITOXANTRONE,3.07,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
ACH-000817,RPMI-8226,TEMOZOLOMIDE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,2.86,Cn1nnc2c(C(N)=O)ncn2c1=O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,AXITINIB,NSC256439,-30.32,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
ACH-000817,RPMI-8226,THIOGUANINE,TOPOTECAN HYDROCHLORIDE,-15.72,Nc1nc(=S)c2[nH]cnc2[nH]1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ACH-000817,RPMI-8226,MITOXANTRONE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-31.5,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,DASATINIB,AMIFOSTINE,-16.62,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,ALTRETAMINE,AMIFOSTINE,3.14,CN(C)c1nc(N(C)C)nc(N(C)C)n1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,AXITINIB,NSC733504,-28.84,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
ACH-000817,RPMI-8226,MITOTANE,PROCARBAZINE HYDROCHLORIDE,2.57,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,AXITINIB,CO-V,2.63,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,OCC1OC(n2cnc3c2NC=NC[C@H]3O)CC1O
ACH-000817,RPMI-8226,MERCAPTOPURINE,PROCARBAZINE HYDROCHLORIDE,-20.58,S=c1nc[nH]c2nc[nH]c12,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,THIOGUANINE,TRETINOIN,2.17,Nc1nc(=S)c2[nH]cnc2[nH]1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
ACH-000817,RPMI-8226,ANTIBIOTIC AY 22989,PROCARBAZINE HYDROCHLORIDE,-16.88,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,TRETINOIN,TEMOZOLOMIDE,-28.29,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000817,RPMI-8226,AMINOLEVULINIC ACID HYDROCHLORIDE,AMIFOSTINE,-15.96,NCC(=O)CCC(=O)O,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,CRIZOTINIB,AXITINIB,6.69,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ACH-000817,RPMI-8226,URACIL MUSTARD,PROCARBAZINE HYDROCHLORIDE,-16.95,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,THIOGUANINE,THALIDOMIDE,-34.53,Nc1nc(=S)c2[nH]cnc2[nH]1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
ACH-000817,RPMI-8226,TENIPOSIDE,PROCARBAZINE HYDROCHLORIDE,-36.3,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,ROMIDEPSIN,PROCARBAZINE HYDROCHLORIDE,-59.85,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,CHEMBL277800,ADM HYDROCHLORIDE,-19.58,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ACH-000817,RPMI-8226,THIOGUANINE,AMIFOSTINE,-19.07,Nc1nc(=S)c2[nH]cnc2[nH]1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,GEMZAR (LILLY),-69.08,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
ACH-000817,RPMI-8226,AXITINIB,NSC 85998,-22.81,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
ACH-000817,RPMI-8226,CYTARABINE HYDROCHLORIDE,CHEMBL277800,4.21,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000817,RPMI-8226,THIOGUANINE,5-FLUORO-2\'-DEOXYURIDINE,2.94,Nc1nc(=S)c2[nH]cnc2[nH]1,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MITOTANE,11.15,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
ACH-000817,RPMI-8226,EXEMESTANE,ALTRETAMINE,-40.4,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CN(C)c1nc(N(C)C)nc(N(C)C)n1
ACH-000817,RPMI-8226,THIOGUANINE,DOCETAXEL,-18.17,Nc1nc(=S)c2[nH]cnc2[nH]1,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
ACH-000817,RPMI-8226,TENIPOSIDE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-45.48,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,EXEMESTANE,EMCYT (PHARMACIA),-29.17,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
ACH-000817,RPMI-8226,AXITINIB,MITOXANTRONE,-23.53,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
ACH-000817,RPMI-8226,GEMZAR (LILLY),PROCARBAZINE HYDROCHLORIDE,-59.29,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,THIOGUANINE,CYTARABINE HYDROCHLORIDE,-17.43,Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
ACH-000817,RPMI-8226,EXEMESTANE,IXABEPILONE,-40.14,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
ACH-000817,RPMI-8226,AMIFOSTINE,NSC256439,-22.0,NCCCNCCSP(=O)(O)O,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
ACH-000817,RPMI-8226,METHOTREXATE,AMIFOSTINE,-63.82,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,TEMOZOLOMIDE,HYDROXYUREA,7.71,Cn1nnc2c(C(N)=O)ncn2c1=O,NC(=O)NO
ACH-000817,RPMI-8226,DACARBAZINE,AMIFOSTINE,38.43,CN(C)/N=N/c1nc[nH]c1C(N)=O,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,SORAFENIB,AMIFOSTINE,4.67,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,PROCARBAZINE HYDROCHLORIDE,NSC-127716,-26.41,CNNCc1ccc(C(=O)NC(C)C)cc1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
ACH-000817,RPMI-8226,AXITINIB,PEMETREXED,-15.67,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1
ACH-000817,RPMI-8226,AXITINIB,TOPOTECAN HYDROCHLORIDE,-38.83,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ACH-000817,RPMI-8226,CHEMBL277800,ARSENIC TRIOXIDE,4.57,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,[As+3]
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,SUNITINIB,3.3,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
ACH-000817,RPMI-8226,VEMURAFENIB,AMIFOSTINE,7.72,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,RUXOLITINIB,CHEMBL277800,2.19,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000817,RPMI-8226,CABAZITAXEL,AXITINIB,-29.95,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,BORTEZOMIB,-48.05,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
ACH-000817,RPMI-8226,TENIPOSIDE,AMIFOSTINE,-47.88,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,MECHLORETHAMINE HYDROCHLORIDE,AMIFOSTINE,-24.86,CN(CCCl)CCCl,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC-127716,-39.57,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
ACH-000817,RPMI-8226,MELPHALAN HYDROCHLORIDE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-33.25,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,LOMUSTINE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-24.4,O=NN(CCCl)C(=O)NC1CCCCC1,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,AMIFOSTINE,5.77,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,5-FU,PROCARBAZINE HYDROCHLORIDE,-28.59,O=c1[nH]cc(F)c(=O)[nH]1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,CHEMBL277800,NSC256439,-33.5,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
ACH-000817,RPMI-8226,DEXRAZOXANE,AMIFOSTINE,12.71,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,AXITINIB,TENIPOSIDE,-25.61,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
ACH-000817,RPMI-8226,NSC-127716,AMIFOSTINE,-32.83,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,NCCCNCCSP(=O)(O)O
ACH-000817,RPMI-8226,CHEMBL277800,IXABEPILONE,-17.98,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
ACH-000817,RPMI-8226,TEMOZOLOMIDE,CISPLATINO,-15.28,Cn1nnc2c(C(N)=O)ncn2c1=O,N
ACH-000817,RPMI-8226,THIOGUANINE,IXABEPILONE,-46.05,Nc1nc(=S)c2[nH]cnc2[nH]1,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
ACH-000817,RPMI-8226,VISMODEGIB,EXEMESTANE,-31.36,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
ACH-000817,RPMI-8226,ABIRATERONE,PROCARBAZINE HYDROCHLORIDE,-40.64,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,AXITINIB,5-FLUORO-2\'-DEOXYURIDINE,-30.9,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F
ACH-000817,RPMI-8226,THIOGUANINE,METHOXSALEN,-43.48,Nc1nc(=S)c2[nH]cnc2[nH]1,COc1c2occc2cc2ccc(=O)oc12
ACH-000817,RPMI-8226,AMIFOSTINE,BORTEZOMIB,-18.61,NCCCNCCSP(=O)(O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
ACH-000817,RPMI-8226,EXEMESTANE,ALLOPURINOL,-20.33,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,O=c1[nH]cnc2[nH]ncc12
ACH-000817,RPMI-8226,AXITINIB,FLUDARABINE BASE,-15.21,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
ACH-000817,RPMI-8226,THIOGUANINE,CARMUSTINE,-18.39,Nc1nc(=S)c2[nH]cnc2[nH]1,O=NN(CCCl)C(=O)NCCCl
ACH-000817,RPMI-8226,THIOGUANINE,AZACYTIDINE,3.77,Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
ACH-000817,RPMI-8226,AXITINIB,PAZOPANIB HYDROCHLORIDE,4.53,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
ACH-000817,RPMI-8226,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,SN-38,-68.32,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ACH-000817,RPMI-8226,5-FLUORO-2\'-DEOXYURIDINE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-35.91,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,CHEMBL277800,QUINACRINE HYDROCHLORIDE,4.96,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
ACH-000817,RPMI-8226,EXEMESTANE,AMINOLEVULINIC ACID HYDROCHLORIDE,3.82,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,NCC(=O)CCC(=O)O
ACH-000817,RPMI-8226,AXITINIB,RALOXIFENE,7.98,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
ACH-000817,RPMI-8226,TEMOZOLOMIDE,MITOMYCINE,-31.88,Cn1nnc2c(C(N)=O)ncn2c1=O,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
ACH-000817,RPMI-8226,CHEMBL17639,PROCARBAZINE HYDROCHLORIDE,-27.1,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,EXEMESTANE,VINCRISTINE SULFATE,-22.28,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
ACH-000817,RPMI-8226,NSC141540,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-37.64,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000817,RPMI-8226,TRETINOIN,PROCARBAZINE HYDROCHLORIDE,-22.41,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,CHEMBL277800,TOPOTECAN HYDROCHLORIDE,-17.76,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ACH-000817,RPMI-8226,ZOLINZA,PROCARBAZINE HYDROCHLORIDE,-48.49,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,MELPHALAN HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,-40.22,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000817,RPMI-8226,TEMOZOLOMIDE,SN-38,-21.15,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ACH-000817,RPMI-8226,TEMOZOLOMIDE,ANTIBIOTIC AD 32,-24.5,Cn1nnc2c(C(N)=O)ncn2c1=O,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
ACH-000817,RPMI-8226,MITOXANTRONE,CHEMBL277800,-27.62,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000817,RPMI-8226,AMIFOSTINE,ADM HYDROCHLORIDE,-16.67,NCCCNCCSP(=O)(O)O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ACH-000817,RPMI-8226,THIOGUANINE,CELECOXIB,-21.5,Nc1nc(=S)c2[nH]cnc2[nH]1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
